시도,시군구,구분,2017,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,2019,,,,,,,,,,,,,,2020,,,,,,,,,,,,,,2021,,,,,,,,,,,,,
,,,합계,승용차,승합차,화물차,특수차,이륜차,사륜오토바이(ATV),원동기장치자전거,자전거,개인형이동수단(PM),건설기계,농기계,기타,불명,합계,승용차,승합차,화물차,특수차,이륜차,사륜오토바이(ATV),원동기장치자전거,자전거,개인형이동수단(PM),건설기계,농기계,기타,불명,합계,승용차,승합차,화물차,특수차,이륜차,사륜오토바이(ATV),원동기장치자전거,자전거,개인형이동수단(PM),건설기계,농기계,기타,불명,합계,승용차,승합차,화물차,특수차,이륜차,사륜오토바이(ATV),원동기장치자전거,자전거,개인형이동수단(PM),건설기계,농기계,기타,불명,합계,승용차,승합차,화물차,특수차,이륜차,사륜오토바이(ATV),원동기장치자전거,자전거,개인형이동수단(PM),건설기계,농기계,기타,불명
,고창군,사고건수,175,93,12,51,,3,,9,1,,2,4,,,127,73,7,30,1,7,1,3,1,,3,1,,,173,99,8,51,1,7,,2,,,3,2,,,147,69,13,48,2,5,1,1,,,7,1,,,134,69,7,36,2,9,,3,3,,3,2,,
,,사망자수,17,5,1,10,,0,,0,0,,0,1,,,19,4,3,7,0,3,0,2,0,,0,0,,,15,7,1,5,0,1,,0,,,1,0,,,10,4,1,5,0,0,0,0,,,0,0,,,9,3,1,2,0,0,,0,2,,0,1,,
,,부상자수,271,160,26,66,,3,,9,1,,3,3,,,186,117,10,45,1,5,1,1,1,,4,1,,,282,164,21,79,1,8,,3,,,4,2,,,238,112,23,74,6,7,1,1,,,13,1,,,214,117,14,60,2,11,,3,2,,4,1,,
,부안군,사고건수,327,173,13,73,,25,7,22,7,,3,1,,3,281,135,14,76,1,14,2,22,8,,5,2,,2,298,162,16,71,,22,2,13,6,,5,1,,,213,121,7,49,,10,2,10,7,,2,4,,1,200,101,6,49,1,28,3,2,3,,2,3,,2
,,사망자수,12,4,1,2,,1,0,3,0,,0,1,,0,11,5,1,5,0,0,0,0,0,,0,0,,0,18,7,0,7,,4,0,0,0,,0,0,,,8,5,0,2,,0,1,0,0,,0,0,,0,11,0,0,3,0,7,0,0,0,,0,1,,0
,,부상자수,587,349,19,144,,27,9,23,7,,4,2,,3,449,256,17,115,1,16,2,24,8,,6,2,,2,516,289,31,118,,22,2,18,7,,27,2,,,327,193,9,84,,12,1,10,7,,3,7,,1,304,176,15,72,1,24,3,2,3,,2,4,,2
,익산시,사고건수,1255,866,50,200,6,42,2,29,24,,15,4,,17,1049,743,41,163,8,42,1,10,19,,10,1,1,10,1396,945,54,215,5,95,,20,34,2,14,2,1,9,1094,753,38,163,7,76,,17,22,1,10,1,1,5,987,691,33,153,10,59,,5,19,3,6,2,,6
,,사망자수,42,23,2,8,0,3,2,1,2,,1,0,,0,30,14,1,8,1,2,1,1,2,,0,0,0,0,34,13,2,10,1,6,,0,0,1,1,0,0,0,27,17,1,6,0,1,,2,0,0,0,0,0,0,23,11,0,4,1,4,,0,2,0,0,1,,0
,,부상자수,1914,1361,78,319,11,49,0,30,23,,19,6,,18,1527,1096,70,238,16,45,0,11,19,,17,2,1,12,2007,1412,76,299,5,126,,23,34,1,16,2,1,12,1598,1107,68,249,7,98,,15,25,1,20,1,1,6,1433,1035,53,210,18,75,,6,17,3,9,1,,6
전남,합계,사고건수,9770,5950,494,1913,59,541,63,249,172,,113,107,5,104,9787,6044,447,1958,64,613,79,124,138,2,131,85,4,98,10877,6735,488,2097,81,763,63,114,164,8,162,98,12,92,9816,6134,374,1859,68,717,57,137,179,6,136,63,9,77,8685,5544,334,1613,54,623,55,63,131,47,108,74,4,35
,,사망자수,387,172,19,112,0,21,7,16,13,,5,20,2,0,330,145,23,77,2,32,17,11,5,0,4,14,0,0,294,118,17,80,2,36,9,5,4,0,11,12,0,0,273,128,7,76,1,29,2,7,5,0,8,10,0,0,255,108,9,76,0,30,8,1,1,1,6,14,1,0
,,부상자수,15672,10029,991,3012,102,632,63,269,168,,155,112,9,130,15680,9991,922,3138,107,770,70,130,143,2,197,89,4,117,17905,11562,947,3425,173,947,61,136,174,8,234,115,16,107,15645,10315,631,2895,101,911,69,181,181,6,193,65,9,88,13522,8880,566,2577,90,793,61,80,138,52,162,81,3,39
,목포시,사고건수,1458,1021,70,159,8,95,,11,36,,11,,,47,1457,1021,66,175,6,96,2,7,25,,11,,1,47,1818,1284,78,214,4,134,1,4,36,3,14,,1,45,1674,1178,53,208,3,134,1,14,42,1,11,,,29,1385,983,48,167,9,111,,8,27,8,10,,,14
,,사망자수,23,16,2,1,0,0,,0,2,,2,,,0,17,9,3,3,0,0,0,1,1,,0,,0,0,13,10,1,1,0,1,0,0,0,0,0,,0,0,17,14,1,0,0,1,0,0,1,0,0,,,0,20,10,1,2,0,7,,0,0,0,0,,,0
,,부상자수,2371,1764,108,244,9,130,,14,37,,11,,,54,2420,1710,137,278,15,160,3,12,27,,18,,1,59,3127,2318,127,356,5,199,1,5,39,3,19,,1,54,2847,2088,82,362,5,189,2,20,41,1,21,,,36,2309,1704,69,277,20,154,,13,27,10,19,,,16
,여수시,사고건수,1385,994,87,171,9,60,1,20,17,,14,5,,7,1463,1048,79,194,10,60,,16,8,1,30,4,1,12,1567,1064,84,210,19,97,4,16,13,1,41,4,1,13,1635,1148,81,212,11,94,3,21,17,1,25,2,,20,1357,942,59,184,11,95,,9,19,14,14,6,,4
,,사망자수,48,29,1,11,0,3,0,2,0,,0,2,,0,33,18,2,8,0,2,,1,0,0,2,0,0,0,27,15,1,1,0,6,3,1,0,0,0,0,0,0,27,13,2,7,1,4,0,0,0,0,0,0,,0,22,11,0,8,0,1,,0,0,1,0,1,,0
,,부상자수,2119,1564,145,254,16,68,1,21,18,,19,6,,7,2202,1589,155,280,12,76,,17,8,1,45,4,1,14,2408,1671,151,326,27,111,2,18,15,1,67,4,1,14,2511,1813,125,322,18,121,3,28,18,1,38,3,,21,2035,1428,101,287,15,125,,10,20,16,23,6,,4
,순천시,사고건수,1349,917,66,200,4,58,4,43,20,,9,7,2,19,1325,943,60,187,7,68,2,8,22,,9,10,,9,1462,1017,75,207,7,86,1,15,25,1,15,1,3,9,1340,915,43,184,8,80,1,44,31,1,16,3,2,12,1152,807,31,158,7,85,3,13,19,9,10,5,2,3
,,사망자수,27,16,1,5,0,1,0,1,0,,0,2,1,0,32,18,1,6,0,2,0,1,2,,0,2,,0,28,15,3,7,0,2,0,0,0,0,1,0,0,0,27,14,0,8,0,0,0,3,0,0,2,0,0,0,24,18,0,5,0,0,1,0,0,0,0,0,0,0
,,부상자수,2094,1456,117,329,4,70,4,54,20,,15,5,1,19,2052,1482,100,307,12,89,2,8,23,,11,9,,9,2344,1665,141,338,11,100,1,21,28,1,23,2,3,10,2021,1427,71,259,14,122,1,60,32,1,17,3,2,12,1715,1235,48,227,12,113,7,18,19,9,15,7,2,3
,나주시,사고건수,651,362,47,141,3,19,5,27,19,,12,9,,7,643,389,29,131,2,41,3,15,13,,8,9,,3,646,376,27,161,5,34,4,11,12,,10,4,,2,493,281,23,105,8,34,5,11,7,2,11,4,1,1,447,280,20,91,,25,3,7,9,1,5,5,,1
,,사망자수,26,13,1,4,0,0,0,3,3,,1,1,,0,23,6,2,5,0,3,2,1,0,,1,3,,0,25,4,1,9,0,2,1,2,2,,3,1,,0,17,10,1,3,0,1,0,2,0,0,0,0,0,0,13,7,1,3,,1,0,0,0,0,0,1,,0
,,부상자수,1097,618,120,245,11,20,5,28,16,,18,8,,8,1139,718,71,249,2,47,1,16,13,,10,8,,4,1120,706,39,279,11,43,3,12,11,,11,3,,2,809,503,39,158,14,42,6,15,8,2,15,5,1,1,703,440,34,148,,38,3,10,11,1,9,8,,1
,광양시,사고건수,683,466,21,109,14,16,1,25,12,,10,2,,7,666,446,19,101,22,38,,7,13,,16,2,,2,739,525,27,91,20,33,1,12,9,1,12,5,,3,663,454,20,110,19,32,1,6,6,,10,1,3,1,575,397,24,71,8,37,,1,7,10,11,5,1,3
,,사망자수,10,5,0,4,0,0,0,0,1,,0,0,,0,15,9,0,2,2,2,,0,0,,0,0,,0,17,6,3,2,1,2,0,0,1,0,1,1,,0,14,8,0,4,0,1,0,0,0,,1,0,0,0,15,8,1,1,0,4,,0,0,0,0,1,0,0
,,부상자수,1107,778,42,171,25,20,3,29,12,,14,3,,10,1032,713,31,159,38,46,,7,13,,21,2,,2,1142,816,45,148,36,41,1,17,9,1,20,5,,3,1033,711,45,175,28,39,1,8,6,,15,1,3,1,796,564,27,109,11,43,,2,7,10,14,5,1,3
,담양군,사고건수,300,161,8,79,,12,4,16,10,,5,3,,2,305,169,15,76,,13,4,14,8,,3,2,,1,321,196,15,66,1,16,2,8,4,,6,6,,1,287,174,9,55,2,18,2,8,12,,2,3,1,1,292,174,14,59,2,14,4,7,8,1,6,3,,
,,사망자수,19,8,0,6,,0,1,2,1,,0,1,,0,16,7,0,6,,1,0,1,1,,0,0,,0,12,9,0,1,1,0,0,0,0,,0,1,,0,6,3,0,1,0,1,0,0,0,,0,1,0,0,4,1,0,1,0,1,0,0,0,0,0,1,,
,,부상자수,466,269,13,128,,13,3,18,9,,7,2,,4,518,327,23,116,,19,4,14,8,,4,2,,1,594,372,40,124,0,21,2,9,4,,10,7,,5,521,346,20,100,2,21,2,11,12,,3,2,1,1,488,313,23,92,3,20,4,7,8,1,13,4,,
,곡성군,사고건수,150,75,10,36,,13,3,1,5,,1,4,1,1,122,60,2,32,1,13,2,,4,,2,6,,,153,79,9,38,3,14,,1,3,,3,3,,,122,56,4,29,2,19,3,1,2,,3,3,,,110,62,4,27,,10,1,,1,,3,2,,
,,사망자수,14,3,1,4,,2,0,0,2,,0,1,1,0,2,0,0,1,0,1,0,,0,,0,0,,,9,2,1,4,0,1,,0,0,,1,0,,,7,3,0,2,0,0,1,1,0,,0,0,,,7,3,0,3,,1,0,,0,,0,0,,
,,부상자수,231,125,15,57,,21,3,1,3,,1,4,0,1,176,92,6,43,5,13,2,,4,,4,7,,,271,157,25,57,4,16,,1,3,,4,4,,,184,97,6,38,3,27,4,0,2,,4,3,,,193,114,9,40,,18,3,,1,,3,5,,
,구례군,사고건수,133,81,5,19,2,12,3,5,2,,2,2,,,111,48,8,32,,10,5,3,1,,,,,4,142,63,6,35,1,21,1,7,4,,1,2,,1,111,64,3,23,,14,2,,3,,,1,,1,117,65,2,26,,17,2,,3,,1,,,1
,,사망자수,6,2,1,2,0,0,0,0,0,,0,1,,,9,3,0,3,,1,2,0,0,,,,,0,7,3,1,3,0,0,0,0,0,,0,0,,0,8,5,0,1,,1,0,,1,,,0,,0,4,0,0,1,,1,1,,0,,1,,,0
,,부상자수,227,154,17,25,4,13,4,5,2,,2,1,,,148,77,8,43,,9,3,3,1,,,,,4,228,104,16,63,3,25,1,8,4,,1,2,,1,159,102,5,30,,16,2,,2,,,1,,1,163,99,2,34,,22,1,,4,,0,,,1
,고흥군,사고건수,335,145,13,108,2,31,5,10,5,,5,9,1,1,287,135,7,84,2,27,15,1,6,,1,6,,3,329,143,12,117,4,25,5,3,5,,5,7,2,1,317,141,16,95,,35,10,2,2,,3,10,,3,275,153,9,64,,24,7,2,3,,4,8,,1
,,사망자수,16,2,0,8,0,2,0,2,0,,1,1,0,0,14,5,1,0,0,2,4,0,0,,0,2,,0,17,2,0,8,0,1,0,1,0,,2,3,0,0,17,8,0,3,,3,0,0,0,,0,3,,0,15,8,0,3,,2,1,0,0,,0,1,,0
,,부상자수,507,236,41,154,6,30,5,9,5,,4,9,7,1,435,222,10,142,3,28,13,1,7,,1,4,,4,595,283,28,176,51,29,5,2,5,,7,4,4,1,484,256,29,128,,38,11,2,2,,8,7,,3,430,252,13,110,,27,8,2,3,,5,9,,1
,보성군,사고건수,240,105,14,66,3,28,4,9,4,,2,4,,1,273,123,16,84,,28,3,6,1,,4,8,,,276,140,14,70,2,31,7,1,3,,4,4,,,220,107,9,65,1,22,3,6,2,,2,2,,1,180,84,9,55,1,15,3,2,5,,3,3,,
,,사망자수,24,6,2,8,0,3,2,1,0,,0,2,,0,13,4,0,5,,2,1,1,0,,0,0,,,15,3,1,1,0,7,1,0,0,,1,1,,,13,6,0,6,0,1,0,0,0,,0,0,,0,17,3,0,10,0,3,0,0,0,,1,0,,
,,부상자수,336,169,20,84,5,27,3,9,6,,7,2,,4,429,198,45,129,,34,2,5,1,,6,9,,,440,241,25,122,2,33,6,1,3,,4,3,,,363,197,17,103,1,24,4,8,2,,4,2,,1,270,132,14,94,1,12,4,2,6,,2,3,,
,화순군,사고건수,284,171,17,57,3,16,3,2,6,,4,4,,1,299,176,21,56,2,24,4,5,3,,3,3,,2,325,188,17,63,3,31,,1,7,,10,4,1,,318,200,12,50,4,24,3,4,9,,8,3,1,,309,184,17,67,2,17,2,2,5,2,8,3,,
,,사망자수,13,7,0,3,0,0,1,0,1,,0,1,,0,11,5,0,1,0,4,0,1,0,,0,0,,0,11,7,0,2,0,2,,0,0,,0,0,0,,12,5,0,3,0,2,0,0,0,,1,1,0,,5,4,0,0,0,0,0,1,0,0,0,0,,
,,부상자수,512,341,38,85,3,20,3,2,5,,11,3,,1,574,345,59,108,3,34,5,5,3,,5,5,,2,546,338,28,98,4,45,,3,9,,15,5,1,,523,359,17,79,4,29,4,9,9,,10,2,1,,556,330,42,130,3,21,2,2,5,2,16,3,,
,장흥군,사고건수,263,138,12,68,,16,5,4,9,,5,6,,,273,143,11,73,1,22,7,1,2,,8,4,,1,301,156,15,67,,35,5,1,9,1,2,8,,2,255,124,9,72,,18,4,,13,1,5,8,,1,234,114,8,66,,26,3,4,7,,,5,,1
,,사망자수,11,5,1,3,,0,1,0,1,,0,0,,,13,9,0,1,0,2,1,0,0,,0,0,,0,11,4,0,3,,2,1,0,1,0,0,0,,0,9,4,0,3,,1,0,,0,0,1,0,,0,13,4,0,4,,1,1,0,0,,,3,,0
,,부상자수,373,213,19,94,,18,4,5,8,,5,7,,,427,243,27,102,1,22,8,1,2,,15,5,,1,466,259,26,114,,37,5,1,8,1,4,9,,2,403,210,26,107,,21,5,,15,1,5,12,,1,313,155,15,94,,29,4,4,9,,,2,,1
,강진군,사고건수,281,135,11,81,1,16,4,20,,,4,8,,1,302,170,9,75,1,17,3,16,3,,2,6,,,321,157,10,82,2,38,7,6,8,,2,9,,,301,164,10,69,,32,2,10,5,,2,6,,1,289,173,7,65,3,22,4,3,2,,4,5,,1
,,사망자수,11,5,0,3,0,0,0,3,,,0,0,,0,14,8,0,2,0,1,1,0,1,,1,0,,,6,1,0,1,0,3,0,0,0,,1,0,,,5,2,0,1,,0,0,0,0,,0,2,,0,9,2,1,3,0,1,1,0,0,,0,1,,0
,,부상자수,480,229,30,158,1,20,4,19,,,6,12,,1,536,325,24,130,3,19,2,17,3,,5,8,,,523,292,14,136,2,41,8,7,9,,1,13,,,456,276,25,96,,34,2,10,6,,2,4,,1,532,310,17,160,4,21,3,3,2,,5,6,,1
,해남군,사고건수,389,179,26,135,1,21,8,3,1,,3,11,,1,366,161,17,135,3,21,10,2,1,,5,7,,4,434,236,17,125,1,25,9,3,1,,6,10,,1,281,141,11,97,1,18,1,1,1,,6,3,,1,285,136,18,101,,20,2,,2,,2,3,1,
,,사망자수,22,6,1,11,0,1,0,0,0,,0,3,,0,17,3,3,7,0,2,1,0,0,,0,1,,0,22,4,1,10,0,2,2,0,0,,1,2,,0,16,7,0,5,0,1,0,0,0,,2,1,,0,14,3,1,8,,0,0,,1,,0,0,1,
,,부상자수,659,328,55,220,2,22,9,3,2,,4,12,,2,552,255,40,200,3,24,10,2,1,,6,7,,4,712,435,40,175,2,27,9,3,1,,6,13,,1,419,211,14,159,1,19,1,1,1,,7,3,,2,424,196,49,145,,25,2,,1,,3,3,0,
,영암군,사고건수,389,219,16,94,3,18,,20,3,,8,6,,2,488,278,18,133,4,25,3,8,8,,6,3,,2,493,278,22,127,6,22,2,9,7,,9,7,1,3,400,226,14,109,3,20,3,5,5,,7,5,1,2,323,213,11,58,8,17,2,,3,,7,2,,2
,,사망자수,19,10,0,2,0,2,,2,1,,0,2,,0,24,6,9,6,0,0,0,2,0,,0,1,,0,11,4,0,5,0,0,0,1,0,,0,1,0,0,9,4,0,2,0,0,0,1,1,,0,1,0,0,14,4,2,3,0,4,0,,0,,1,0,,0
,,부상자수,714,414,78,161,4,18,,18,2,,10,4,,5,863,504,67,220,5,32,4,8,8,,9,2,,4,899,507,84,227,8,28,2,11,8,,12,8,1,3,703,417,28,198,3,25,4,5,4,,11,5,1,2,527,355,26,94,15,16,3,,4,,8,3,,3
,무안군,사고건수,412,241,18,101,2,29,4,,6,,4,5,,2,350,214,19,77,2,20,4,,2,1,4,3,1,3,395,233,19,102,,23,2,1,5,,6,2,1,1,395,256,16,72,3,34,4,,5,,5,,,,462,299,16,98,1,24,2,2,5,2,4,5,,4
,,사망자수,28,12,2,9,0,3,0,,0,,1,1,,0,17,9,0,6,0,1,0,,0,0,0,1,0,0,17,8,2,6,,0,1,0,0,,0,0,0,0,15,6,0,7,0,1,0,,1,,0,,,,14,7,0,4,0,0,0,0,0,0,2,1,,0
,,부상자수,721,459,43,163,4,30,4,,7,,3,5,,3,520,320,28,126,4,23,4,,2,1,5,2,1,4,579,323,37,162,,35,1,1,5,,8,3,3,1,617,432,20,104,4,39,5,,5,,8,,,,676,456,28,135,1,31,2,3,5,3,2,5,,5
,함평군,사고건수,179,85,5,55,1,19,3,4,2,,2,3,,,209,94,15,56,1,29,1,1,4,,5,2,,1,193,87,8,52,1,26,1,2,2,,7,4,,3,185,87,11,49,1,25,1,1,2,,5,2,,1,182,97,6,49,,20,4,,1,,1,4,,
,,사망자수,13,6,1,5,0,1,0,0,0,,0,0,,,6,4,0,1,0,1,0,0,0,,0,0,,0,9,4,0,5,0,0,0,0,0,,0,0,,0,6,2,0,0,0,4,0,0,0,,0,0,,0,10,4,0,4,,1,1,,0,,0,0,,
,,부상자수,301,152,6,104,2,22,3,4,2,,2,4,,,358,174,43,89,1,32,1,2,4,,8,3,,1,297,151,11,72,4,34,1,2,2,,11,6,,3,319,163,22,91,2,26,1,1,2,,6,2,,3,316,188,9,88,,22,3,,1,,1,4,,
,영광군,사고건수,256,145,17,52,,11,1,17,6,,3,3,,1,245,132,16,61,,22,1,6,2,,3,2,,,225,123,11,56,,22,,7,2,,2,2,,,190,110,6,49,,19,1,1,,,3,1,,,155,91,7,35,,14,2,,1,,4,1,,
,,사망자수,12,7,0,4,,0,0,0,0,,0,1,,0,16,7,1,4,,2,0,1,0,,0,1,,,11,4,1,5,,1,,0,0,,0,0,,,12,4,1,4,,3,0,0,,,0,0,,,7,4,0,1,,1,0,,0,,0,1,,
,,부상자수,378,234,29,70,,12,1,18,6,,4,3,,1,361,217,19,88,,22,1,5,2,,5,2,,,347,196,17,98,,23,,7,2,,2,2,,,311,195,5,83,,21,1,1,,,4,1,,,205,124,8,52,,13,3,,1,,4,0,,
,장성군,사고건수,247,150,16,48,1,17,2,6,3,,4,,,,225,119,9,67,,9,2,1,7,,7,3,,1,270,162,10,69,2,16,1,1,3,,2,1,,3,249,133,9,67,1,17,1,1,9,,9,1,,1,195,112,12,56,1,7,,1,2,,1,3,,
,,사망자수,12,6,2,3,0,1,0,0,0,,0,,,,8,5,0,1,,1,1,0,0,,0,0,,0,7,2,1,3,0,1,0,0,0,,0,0,,0,6,2,0,3,0,1,0,0,0,,0,0,,0,8,5,2,1,0,0,,0,0,,0,0,,
,,부상자수,414,277,34,67,1,19,2,6,3,,5,,,,367,195,16,119,,10,1,1,8,,13,3,,1,476,317,28,97,3,18,2,1,3,,3,1,,3,386,227,12,102,1,18,1,1,9,,13,1,,1,317,195,12,89,4,9,,2,2,,1,3,,
,완도군,사고건수,177,78,10,56,2,13,1,2,5,,2,6,1,1,167,81,3,59,,13,1,1,3,,3,2,1,,186,100,6,46,,13,4,2,3,1,3,6,,2,170,76,5,68,1,14,,,2,,,3,,1,163,83,7,54,1,5,5,,,,4,4,,
,,사망자수,9,1,1,6,0,1,0,0,0,,0,0,0,0,13,4,0,4,,1,1,1,0,,0,2,0,,4,2,0,0,,1,0,0,0,0,0,1,,0,12,3,0,7,0,1,,,1,,,0,,0,8,2,0,3,0,0,1,,,,0,2,,
,,부상자수,259,121,17,83,5,13,1,2,5,,3,7,1,1,233,119,4,86,,13,0,0,3,,3,4,1,,299,157,13,95,,13,4,2,3,1,3,6,,2,245,119,8,89,1,19,,,1,,,7,,1,239,134,13,71,1,8,4,,,,6,2,,
,진도군,사고건수,126,56,3,42,,12,2,1,,,2,6,,2,123,64,3,37,,11,2,4,,,1,1,,,140,75,3,40,,12,3,,2,,,5,,,105,55,4,29,,9,4,,2,,1,1,,,93,51,4,21,,7,3,,1,,4,2,,
,,사망자수,16,5,1,7,,1,2,0,,,0,0,,0,6,3,0,1,,0,2,0,,,0,0,,,12,8,0,2,,1,0,,0,,,1,,,8,1,1,1,,2,1,,0,,1,1,,,4,0,0,2,,0,1,,0,,0,1,,
,,부상자수,169,74,2,59,,15,1,1,,,3,11,,3,221,117,5,78,,13,0,4,,,3,1,,,223,127,5,67,,12,4,,2,,,6,,,154,86,3,50,,10,3,,2,,0,0,,,145,77,6,35,,10,2,,1,,11,3,,
,신안군,사고건수,83,26,2,36,,9,,3,1,,1,4,,1,88,30,5,33,,6,5,2,2,,,2,,3,141,53,3,59,,9,3,3,1,,2,4,2,2,105,44,6,42,,5,2,1,2,,2,1,,,105,44,1,41,,11,3,2,1,,2,,,
,,사망자수,8,2,1,3,,0,,0,1,,0,1,,0,11,3,1,4,,1,1,0,0,,,1,,0,3,1,0,1,,1,0,0,0,,0,0,0,0,10,4,1,5,,0,0,0,0,,0,0,,,8,0,0,6,,1,0,0,0,,1,,,
,,부상자수,137,54,2,57,,11,,3,0,,1,4,,5,117,49,4,46,,5,4,2,2,,,2,,3,269,127,7,95,,16,3,4,1,,3,9,2,2,177,80,12,62,,11,6,1,2,,2,1,,,170,79,1,66,,16,3,2,1,,2,,,
경북,합계,사고건수,13896,8677,581,2382,81,1103,43,208,349,6,204,84,11,167,13966,8959,551,2469,107,1099,51,99,280,12,134,69,5,131,14648,9316,562,2530,119,1242,34,79,330,7,180,91,12,146,12673,8034,407,2266,83,1121,34,98,289,16,162,55,7,101,12100,7699,391,2125,117,994,33,88,245,74,175,65,7,87
,,사망자수,425,166,18,121,5,64,6,11,8,0,13,12,1,0,409,185,14,118,8,47,11,6,3,0,8,9,0,0,354,161,13,102,6,40,4,5,2,1,6,14,0,0,354,137,12,119,6,46,6,3,9,0,4,12,0,0,334,136,12,99,5,51,1,2,2,2,9,14,0,1
,,부상자수,20707,13552,962,3584,119,1247,40,238,368,6,303,88,12,188,20919,13970,896,3781,139,1268,43,106,294,14,178,73,5,152,21970,14542,919,3830,186,1483,32,93,342,7,267,93,14,162,18723,12276,671,3378,128,1383,34,113,296,20,251,56,9,108,17690,11722,561,3045,200,1250,40,119,266,75,251,59,7,95
,포항시,사고건수,2589,1797,89,286,25,210,4,27,71,1,31,2,3,43,2762,1930,104,311,25,228,2,18,73,2,23,1,2,43,2777,1944,87,319,33,228,1,8,84,3,33,5,2,30,2537,1755,90,288,14,226,5,20,88,1,29,1,,20,2532,1770,68,256,33,254,3,13,70,10,39,,1,15
,,사망자수,32,21,1,5,1,3,0,0,1,0,0,0,0,0,53,36,0,6,1,9,0,1,0,0,0,0,0,0,33,19,2,3,2,4,0,0,0,0,1,2,0,0,27,14,1,6,1,2,1,0,1,0,1,0,,0,29,13,0,4,0,11,0,0,0,1,0,,0,0
,,부상자수,3919,2808,138,450,33,262,5,34,77,1,53,2,4,52,4150,3007,172,475,41,270,2,17,77,2,35,1,2,49,4269,3090,148,478,53,295,1,8,88,4,67,4,2,31,3887,2775,146,429,23,311,6,27,91,1,52,4,,22,3811,2733,97,379,59,357,3,18,79,9,59,,1,17
,경주시,사고건수,1675,1066,82,284,8,117,3,22,34,1,24,14,,20,1626,1104,70,257,11,106,7,12,29,2,19,3,,6,1741,1160,73,265,15,128,2,18,38,,15,16,2,9,1312,856,38,208,14,119,,9,39,,15,8,1,5,1259,865,38,208,7,81,2,15,23,1,10,3,,6
,,사망자수,43,16,4,15,0,4,0,0,2,0,0,2,,0,45,26,2,9,0,3,2,1,1,0,1,0,,0,35,20,0,5,0,4,0,3,0,,0,3,0,0,30,13,0,10,1,5,,0,0,,0,1,0,0,38,18,2,9,0,4,1,0,0,0,3,1,,0
,,부상자수,2599,1726,131,450,14,136,3,31,35,1,32,16,,24,2529,1760,125,392,14,133,5,16,32,2,40,4,,6,2714,1857,121,417,36,164,2,22,41,,25,17,3,9,1914,1282,59,325,14,144,,12,39,,21,12,1,5,1909,1370,58,299,17,101,2,18,26,1,9,2,,6
,김천시,사고건수,622,368,27,136,7,52,,5,8,,9,4,3,3,615,376,24,131,6,48,1,2,8,,9,5,1,4,683,413,30,141,2,56,3,2,11,,11,6,1,7,578,335,25,129,3,63,1,1,7,1,8,3,1,1,515,302,21,113,4,46,1,,6,7,9,4,,2
,,사망자수,22,7,0,10,1,2,,0,0,,0,1,1,0,19,4,0,12,1,1,0,0,0,,0,1,0,0,17,6,1,7,0,1,1,0,0,,0,1,0,0,29,8,2,7,1,6,0,0,2,0,0,3,0,0,22,3,0,10,0,7,0,,0,0,1,1,,0
,,부상자수,885,548,46,190,10,61,,5,8,,9,3,2,3,830,514,39,185,9,51,1,2,8,,11,4,1,5,952,596,38,196,3,73,2,2,11,,15,6,1,9,730,437,33,166,5,66,1,1,5,1,13,0,1,1,678,408,28,146,8,54,1,,6,8,12,5,,2
,안동시,사고건수,967,629,48,169,1,58,2,9,20,,12,9,,10,948,628,36,170,7,63,4,3,19,,4,3,,11,1045,680,44,193,2,73,2,4,18,,12,10,2,5,929,601,35,139,2,85,5,7,25,4,13,7,1,5,774,478,28,133,3,78,3,3,13,10,15,2,1,7
,,사망자수,33,11,3,7,0,5,2,0,1,,3,1,,0,25,12,1,5,0,2,1,1,0,,1,2,,0,31,13,0,10,1,4,0,0,1,,0,2,0,0,22,6,1,9,0,2,2,0,0,0,1,1,0,0,19,6,1,5,0,3,0,0,0,0,2,2,0,0
,,부상자수,1449,989,71,254,1,60,0,13,20,,16,10,,15,1430,972,51,277,8,77,4,2,20,,3,1,,15,1562,1068,60,294,2,75,2,6,18,,21,9,2,5,1470,982,87,217,3,109,3,8,25,6,18,6,1,5,1212,819,40,199,5,91,5,5,13,10,16,0,1,8
,구미시,사고건수,2081,1460,74,214,5,191,2,27,66,1,11,3,1,26,1919,1364,78,194,11,180,3,20,42,4,4,3,,16,2027,1409,82,222,18,197,2,19,37,1,11,1,2,26,1693,1213,45,191,7,141,1,29,28,3,13,,2,20,1691,1164,65,189,16,140,3,31,28,20,11,4,1,19
,,사망자수,36,13,3,7,0,8,0,1,2,0,1,1,0,0,38,13,3,15,2,3,0,1,0,0,1,0,,0,30,16,2,7,1,3,1,0,0,0,0,0,0,0,25,12,0,4,0,6,0,2,1,0,0,,0,0,26,16,1,6,0,2,0,1,0,0,0,0,0,0
,,부상자수,3058,2240,117,317,6,207,2,35,69,1,33,3,1,27,2836,2095,129,295,10,212,3,20,44,5,4,3,,16,2989,2163,112,326,22,253,1,24,38,1,19,2,2,26,2429,1784,63,306,10,159,1,30,27,3,22,,2,22,2343,1640,87,276,25,179,3,43,30,20,13,4,1,22
,영주시,사고건수,583,357,34,112,2,36,,16,7,,10,6,1,2,537,332,16,131,3,34,3,,7,1,4,4,,2,555,357,19,103,2,53,1,2,12,,2,2,,2,419,273,12,87,1,37,1,,6,,,1,,1,472,272,14,121,5,40,1,2,8,1,6,1,,1
